date,category,product_name,unit_price,quantity,total_amount
2026-05-15,HP,Oppo Reno 11,5499000,1,5499000
2026-05-15,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-05-15,Aksesoris,Casing HP Premium,149000,1,149000
2026-05-15,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-05-15,HP,iPhone 15,13999000,1,13999000
2026-05-15,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-05-15,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-15,HP,iPhone 15,13999000,1,13999000
2026-05-15,Aksesoris,Kabel USB-C 2m,89000,2,178000
2026-05-16,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-05-16,Aksesoris,Casing HP Premium,149000,2,298000
2026-05-16,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-16,HP,Samsung Galaxy A55,5999000,1,5999000
2026-05-16,HP,Samsung Galaxy A55,5999000,1,5999000
2026-05-16,Aksesoris,Charger 65W GaN,349000,1,349000
2026-05-16,Aksesoris,Charger 65W GaN,349000,2,698000
2026-05-16,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-05-16,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-16,Aksesoris,Kabel USB-C 2m,89000,3,267000
2026-05-16,Aksesoris,Tempered Glass,75000,1,75000
2026-05-16,Elektronik Rumah,Rice Cooker 1.8L,425000,1,425000
2026-05-17,Aksesoris,Kabel USB-C 2m,89000,2,178000
2026-05-17,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-17,Aksesoris,Charger 65W GaN,349000,2,698000
2026-05-17,Elektronik Rumah,Air Fryer 4L,899000,1,899000
2026-05-17,Aksesoris,Charger 65W GaN,349000,2,698000
2026-05-17,Elektronik Rumah,Smart TV 43 inch,4299000,1,4299000
2026-05-18,Aksesoris,Tempered Glass,75000,1,75000
2026-05-18,HP,Vivo V30,4999000,1,4999000
2026-05-18,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-18,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-05-18,Elektronik Rumah,Setrika Uap,275000,1,275000
2026-05-19,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-19,Elektronik Rumah,Smart TV 43 inch,4299000,2,8598000
2026-05-19,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-19,Aksesoris,Kabel USB-C 2m,89000,1,89000
2026-05-19,Aksesoris,TWS Earbuds X1,499000,3,1497000
2026-05-19,HP,Vivo V30,4999000,1,4999000
2026-05-19,Aksesoris,Casing HP Premium,149000,3,447000
2026-05-20,HP,Vivo V30,4999000,1,4999000
2026-05-20,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-20,Elektronik Rumah,Kipas Angin Tornado,315000,3,945000
2026-05-20,HP,Samsung Galaxy A55,5999000,1,5999000
2026-05-20,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-05-20,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-20,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-05-20,Aksesoris,Kabel USB-C 2m,89000,2,178000
2026-05-20,Aksesoris,Charger 65W GaN,349000,1,349000
2026-05-21,Aksesoris,TWS Earbuds X1,499000,3,1497000
2026-05-21,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-05-21,Aksesoris,Kabel USB-C 2m,89000,1,89000
2026-05-22,Elektronik Rumah,Kipas Angin Tornado,315000,2,630000
2026-05-22,HP,Vivo V30,4999000,1,4999000
2026-05-22,Elektronik Rumah,Smart TV 43 inch,4299000,1,4299000
2026-05-22,Elektronik Rumah,Rice Cooker 1.8L,425000,2,850000
2026-05-22,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-22,HP,Samsung Galaxy A55,5999000,1,5999000
2026-05-23,HP,Samsung Galaxy A55,5999000,1,5999000
2026-05-23,HP,iPhone 15,13999000,1,13999000
2026-05-23,Aksesoris,Charger 65W GaN,349000,3,1047000
2026-05-23,Elektronik Rumah,Setrika Uap,275000,2,550000
2026-05-23,HP,iPhone 15,13999000,1,13999000
2026-05-23,Elektronik Rumah,Setrika Uap,275000,2,550000
2026-05-24,Aksesoris,Powerbank 10000mAh,299000,3,897000
2026-05-24,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-05-24,Elektronik Rumah,Kipas Angin Tornado,315000,1,315000
2026-05-24,Aksesoris,Powerbank 10000mAh,299000,2,598000
2026-05-24,HP,Oppo Reno 11,5499000,1,5499000
2026-05-24,HP,Vivo V30,4999000,1,4999000
2026-05-24,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-05-24,Elektronik Rumah,Blender Multifungsi,389000,2,778000
2026-05-24,Elektronik Rumah,Rice Cooker 1.8L,425000,2,850000
2026-05-24,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-05-24,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-05-24,HP,Vivo V30,4999000,1,4999000
2026-05-24,Aksesoris,Powerbank 10000mAh,299000,3,897000
2026-05-25,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-05-25,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-05-25,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-05-25,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-05-25,Aksesoris,TWS Earbuds X1,499000,3,1497000
2026-05-25,Aksesoris,Tempered Glass,75000,3,225000
2026-05-25,Aksesoris,Powerbank 10000mAh,299000,2,598000
2026-05-25,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-05-25,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-05-26,Aksesoris,Charger 65W GaN,349000,2,698000
2026-05-26,HP,Oppo Reno 11,5499000,1,5499000
2026-05-26,HP,Samsung Galaxy A55,5999000,1,5999000
2026-05-26,HP,Vivo V30,4999000,1,4999000
2026-05-26,Aksesoris,Charger 65W GaN,349000,1,349000
2026-05-26,HP,Vivo V30,4999000,1,4999000
2026-05-26,Elektronik Rumah,Kipas Angin Tornado,315000,1,315000
2026-05-26,HP,Oppo Reno 11,5499000,1,5499000
2026-05-27,Elektronik Rumah,Kipas Angin Tornado,315000,2,630000
2026-05-27,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-27,Aksesoris,Casing HP Premium,149000,3,447000
2026-05-27,Elektronik Rumah,Rice Cooker 1.8L,425000,1,425000
2026-05-27,Aksesoris,Casing HP Premium,149000,2,298000
2026-05-27,HP,Oppo Reno 11,5499000,1,5499000
2026-05-27,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-05-27,Aksesoris,Tempered Glass,75000,1,75000
2026-05-27,HP,Oppo Reno 11,5499000,1,5499000
2026-05-27,Aksesoris,Charger 65W GaN,349000,2,698000
2026-05-27,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-05-27,Aksesoris,Casing HP Premium,149000,1,149000
2026-05-27,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-28,HP,Oppo Reno 11,5499000,1,5499000
2026-05-28,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-28,Elektronik Rumah,Rice Cooker 1.8L,425000,2,850000
2026-05-28,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-05-28,HP,Oppo Reno 11,5499000,1,5499000
2026-05-28,Elektronik Rumah,Rice Cooker 1.8L,425000,2,850000
2026-05-28,Elektronik Rumah,Kipas Angin Tornado,315000,2,630000
2026-05-28,Aksesoris,Casing HP Premium,149000,2,298000
2026-05-28,Elektronik Rumah,Blender Multifungsi,389000,3,1167000
2026-05-28,Elektronik Rumah,Setrika Uap,275000,2,550000
2026-05-28,Elektronik Rumah,Air Fryer 4L,899000,2,1798000
2026-05-28,Aksesoris,Charger 65W GaN,349000,1,349000
2026-05-28,Aksesoris,Powerbank 10000mAh,299000,2,598000
2026-05-28,Elektronik Rumah,Kipas Angin Tornado,315000,3,945000
2026-05-28,Aksesoris,Powerbank 10000mAh,299000,2,598000
2026-05-29,Elektronik Rumah,Blender Multifungsi,389000,3,1167000
2026-05-29,HP,Vivo V30,4999000,1,4999000
2026-05-29,Aksesoris,TWS Earbuds X1,499000,3,1497000
2026-05-29,Elektronik Rumah,Rice Cooker 1.8L,425000,1,425000
2026-05-29,HP,Vivo V30,4999000,1,4999000
2026-05-29,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-05-29,Elektronik Rumah,Smart TV 43 inch,4299000,2,8598000
2026-05-29,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-05-29,Aksesoris,Charger 65W GaN,349000,2,698000
2026-05-30,Elektronik Rumah,Air Fryer 4L,899000,1,899000
2026-05-30,Aksesoris,Charger 65W GaN,349000,1,349000
2026-05-30,HP,Oppo Reno 11,5499000,1,5499000
2026-05-30,Aksesoris,Charger 65W GaN,349000,3,1047000
2026-05-30,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-05-30,Elektronik Rumah,Air Fryer 4L,899000,1,899000
2026-05-30,Elektronik Rumah,Air Fryer 4L,899000,2,1798000
2026-05-30,Elektronik Rumah,Blender Multifungsi,389000,1,389000
2026-05-30,Elektronik Rumah,Smart TV 43 inch,4299000,1,4299000
2026-05-30,Aksesoris,Charger 65W GaN,349000,2,698000
2026-05-30,Aksesoris,Charger 65W GaN,349000,1,349000
2026-05-31,Elektronik Rumah,Blender Multifungsi,389000,3,1167000
2026-05-31,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-05-31,Aksesoris,Charger 65W GaN,349000,1,349000
2026-05-31,Aksesoris,Kabel USB-C 2m,89000,2,178000
2026-05-31,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-05-31,Aksesoris,Casing HP Premium,149000,1,149000
2026-05-31,HP,Samsung Galaxy S24,12999000,1,12999000
2026-05-31,HP,iPhone 15,13999000,1,13999000
2026-05-31,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-06-01,HP,iPhone 15,13999000,1,13999000
2026-06-01,Aksesoris,Casing HP Premium,149000,1,149000
2026-06-01,Aksesoris,Charger 65W GaN,349000,1,349000
2026-06-01,Aksesoris,Charger 65W GaN,349000,1,349000
2026-06-01,Aksesoris,Powerbank 10000mAh,299000,3,897000
2026-06-01,Aksesoris,Casing HP Premium,149000,3,447000
2026-06-01,Aksesoris,Tempered Glass,75000,1,75000
2026-06-01,HP,Vivo V30,4999000,1,4999000
2026-06-02,Aksesoris,Powerbank 10000mAh,299000,2,598000
2026-06-02,Aksesoris,Kabel USB-C 2m,89000,3,267000
2026-06-02,Aksesoris,Kabel USB-C 2m,89000,1,89000
2026-06-02,Aksesoris,Casing HP Premium,149000,1,149000
2026-06-02,Elektronik Rumah,Blender Multifungsi,389000,2,778000
2026-06-02,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-06-02,Aksesoris,Charger 65W GaN,349000,2,698000
2026-06-02,HP,Vivo V30,4999000,1,4999000
2026-06-02,Elektronik Rumah,Setrika Uap,275000,1,275000
2026-06-02,HP,Vivo V30,4999000,1,4999000
2026-06-03,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-06-03,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-06-03,Aksesoris,Kabel USB-C 2m,89000,1,89000
2026-06-03,Elektronik Rumah,Kipas Angin Tornado,315000,3,945000
2026-06-03,Aksesoris,Casing HP Premium,149000,1,149000
2026-06-03,Elektronik Rumah,Blender Multifungsi,389000,2,778000
2026-06-03,Elektronik Rumah,Setrika Uap,275000,1,275000
2026-06-03,Elektronik Rumah,Air Fryer 4L,899000,3,2697000
2026-06-03,HP,Oppo Reno 11,5499000,1,5499000
2026-06-04,Aksesoris,Kabel USB-C 2m,89000,1,89000
2026-06-04,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-06-04,Aksesoris,Tempered Glass,75000,1,75000
2026-06-04,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-06-04,Aksesoris,Casing HP Premium,149000,1,149000
2026-06-04,Aksesoris,Charger 65W GaN,349000,2,698000
2026-06-04,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-06-04,Aksesoris,Kabel USB-C 2m,89000,3,267000
2026-06-05,Aksesoris,Kabel USB-C 2m,89000,2,178000
2026-06-05,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-06-05,Aksesoris,Kabel USB-C 2m,89000,3,267000
2026-06-05,Aksesoris,Charger 65W GaN,349000,2,698000
2026-06-05,HP,Samsung Galaxy A55,5999000,1,5999000
2026-06-05,Aksesoris,Kabel USB-C 2m,89000,2,178000
2026-06-05,Aksesoris,Tempered Glass,75000,2,150000
2026-06-05,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-06-05,Elektronik Rumah,Setrika Uap,275000,1,275000
2026-06-06,Aksesoris,Charger 65W GaN,349000,1,349000
2026-06-06,Elektronik Rumah,Kipas Angin Tornado,315000,2,630000
2026-06-06,Elektronik Rumah,Air Fryer 4L,899000,2,1798000
2026-06-06,Elektronik Rumah,Blender Multifungsi,389000,1,389000
2026-06-06,Aksesoris,Charger 65W GaN,349000,1,349000
2026-06-06,Elektronik Rumah,Rice Cooker 1.8L,425000,1,425000
2026-06-07,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-06-07,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-06-07,Aksesoris,Casing HP Premium,149000,2,298000
2026-06-07,Aksesoris,Casing HP Premium,149000,2,298000
2026-06-07,HP,Vivo V30,4999000,1,4999000
2026-06-07,HP,Oppo Reno 11,5499000,1,5499000
2026-06-07,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-06-07,Elektronik Rumah,Blender Multifungsi,389000,2,778000
2026-06-08,Aksesoris,Tempered Glass,75000,2,150000
2026-06-08,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-06-08,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-06-08,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-08,Elektronik Rumah,Rice Cooker 1.8L,425000,1,425000
2026-06-08,Elektronik Rumah,Setrika Uap,275000,2,550000
2026-06-09,Elektronik Rumah,Kipas Angin Tornado,315000,1,315000
2026-06-09,Elektronik Rumah,Smart TV 43 inch,4299000,3,12897000
2026-06-09,HP,Oppo Reno 11,5499000,1,5499000
2026-06-09,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-09,HP,Oppo Reno 11,5499000,1,5499000
2026-06-09,Aksesoris,TWS Earbuds X1,499000,3,1497000
2026-06-10,Aksesoris,Kabel USB-C 2m,89000,2,178000
2026-06-10,Aksesoris,Tempered Glass,75000,1,75000
2026-06-10,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-10,Elektronik Rumah,Blender Multifungsi,389000,2,778000
2026-06-10,HP,Oppo Reno 11,5499000,1,5499000
2026-06-10,HP,Samsung Galaxy A55,5999000,1,5999000
2026-06-10,Elektronik Rumah,Air Fryer 4L,899000,2,1798000
2026-06-10,Elektronik Rumah,Smart TV 43 inch,4299000,3,12897000
2026-06-10,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-10,Aksesoris,Kabel USB-C 2m,89000,3,267000
2026-06-10,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-06-11,Elektronik Rumah,Rice Cooker 1.8L,425000,2,850000
2026-06-11,Elektronik Rumah,Rice Cooker 1.8L,425000,2,850000
2026-06-11,Elektronik Rumah,Kipas Angin Tornado,315000,1,315000
2026-06-11,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-11,Aksesoris,Casing HP Premium,149000,1,149000
2026-06-11,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-06-11,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-06-12,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-06-12,Elektronik Rumah,Blender Multifungsi,389000,1,389000
2026-06-12,HP,Samsung Galaxy A55,5999000,1,5999000
2026-06-12,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-12,HP,Vivo V30,4999000,1,4999000
2026-06-12,Aksesoris,Casing HP Premium,149000,1,149000
2026-06-12,Aksesoris,Kabel USB-C 2m,89000,3,267000
2026-06-12,HP,Vivo V30,4999000,1,4999000
2026-06-12,Aksesoris,Casing HP Premium,149000,2,298000
2026-06-13,Elektronik Rumah,Rice Cooker 1.8L,425000,1,425000
2026-06-13,Elektronik Rumah,Smart TV 43 inch,4299000,3,12897000
2026-06-13,Elektronik Rumah,Smart TV 43 inch,4299000,1,4299000
2026-06-13,HP,Vivo V30,4999000,1,4999000
2026-06-13,Elektronik Rumah,Air Fryer 4L,899000,1,899000
2026-06-13,Elektronik Rumah,Blender Multifungsi,389000,3,1167000
2026-06-13,HP,iPhone 15,13999000,1,13999000
2026-06-13,HP,Vivo V30,4999000,1,4999000
2026-06-13,Aksesoris,Kabel USB-C 2m,89000,1,89000
2026-06-13,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-06-14,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-14,Elektronik Rumah,Blender Multifungsi,389000,3,1167000
2026-06-14,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-06-14,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-06-14,Aksesoris,Kabel USB-C 2m,89000,1,89000
2026-06-14,Aksesoris,Casing HP Premium,149000,3,447000
2026-06-14,Aksesoris,Charger 65W GaN,349000,1,349000
2026-06-14,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-06-14,Elektronik Rumah,Rice Cooker 1.8L,425000,2,850000
2026-06-14,Elektronik Rumah,Blender Multifungsi,389000,1,389000
2026-06-15,Elektronik Rumah,Rice Cooker 1.8L,425000,1,425000
2026-06-15,Elektronik Rumah,Air Fryer 4L,899000,2,1798000
2026-06-15,Elektronik Rumah,Air Fryer 4L,899000,3,2697000
2026-06-15,Aksesoris,Powerbank 10000mAh,299000,2,598000
2026-06-15,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-06-15,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-06-15,Aksesoris,Tempered Glass,75000,2,150000
2026-06-15,HP,Samsung Galaxy A55,5999000,1,5999000
2026-06-16,Aksesoris,Casing HP Premium,149000,2,298000
2026-06-16,Aksesoris,Kabel USB-C 2m,89000,2,178000
2026-06-16,Elektronik Rumah,Air Fryer 4L,899000,1,899000
2026-06-16,Elektronik Rumah,Setrika Uap,275000,3,825000
2026-06-16,Elektronik Rumah,Setrika Uap,275000,2,550000
2026-06-16,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-06-17,HP,Vivo V30,4999000,1,4999000
2026-06-17,Aksesoris,Tempered Glass,75000,2,150000
2026-06-17,Elektronik Rumah,Air Fryer 4L,899000,2,1798000
2026-06-17,Elektronik Rumah,Smart TV 43 inch,4299000,1,4299000
2026-06-17,Aksesoris,Tempered Glass,75000,2,150000
2026-06-17,Aksesoris,Tempered Glass,75000,1,75000
2026-06-17,Aksesoris,Casing HP Premium,149000,3,447000
2026-06-17,Elektronik Rumah,Air Fryer 4L,899000,1,899000
2026-06-17,Aksesoris,Charger 65W GaN,349000,2,698000
2026-06-17,Elektronik Rumah,Air Fryer 4L,899000,3,2697000
2026-06-18,Aksesoris,Charger 65W GaN,349000,3,1047000
2026-06-18,Aksesoris,Casing HP Premium,149000,2,298000
2026-06-18,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-06-18,Elektronik Rumah,Smart TV 43 inch,4299000,1,4299000
2026-06-18,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-06-19,Aksesoris,Casing HP Premium,149000,2,298000
2026-06-19,Elektronik Rumah,Setrika Uap,275000,2,550000
2026-06-19,Aksesoris,Charger 65W GaN,349000,1,349000
2026-06-19,Aksesoris,TWS Earbuds X1,499000,2,998000
2026-06-20,Elektronik Rumah,Smart TV 43 inch,4299000,1,4299000
2026-06-20,HP,iPhone 15,13999000,1,13999000
2026-06-20,Aksesoris,Casing HP Premium,149000,1,149000
2026-06-20,Aksesoris,Tempered Glass,75000,1,75000
2026-06-20,Elektronik Rumah,Kipas Angin Tornado,315000,3,945000
2026-06-20,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-06-20,Elektronik Rumah,Air Fryer 4L,899000,2,1798000
2026-06-20,Elektronik Rumah,Rice Cooker 1.8L,425000,3,1275000
2026-06-21,Elektronik Rumah,Blender Multifungsi,389000,1,389000
2026-06-21,Elektronik Rumah,Air Fryer 4L,899000,1,899000
2026-06-21,Elektronik Rumah,Rice Cooker 1.8L,425000,2,850000
2026-06-21,Elektronik Rumah,Blender Multifungsi,389000,1,389000
2026-06-21,Aksesoris,Casing HP Premium,149000,1,149000
2026-06-21,Aksesoris,Powerbank 10000mAh,299000,2,598000
2026-06-21,HP,Samsung Galaxy A55,5999000,1,5999000
2026-06-21,HP,Samsung Galaxy A55,5999000,1,5999000
2026-06-21,Aksesoris,Casing HP Premium,149000,3,447000
2026-06-21,Aksesoris,Kabel USB-C 2m,89000,2,178000
2026-06-22,Aksesoris,Charger 65W GaN,349000,2,698000
2026-06-22,Aksesoris,Charger 65W GaN,349000,2,698000
2026-06-22,Aksesoris,Casing HP Premium,149000,2,298000
2026-06-22,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-06-22,Aksesoris,Kabel USB-C 2m,89000,3,267000
2026-06-22,Elektronik Rumah,Air Fryer 4L,899000,3,2697000
2026-06-22,Aksesoris,Charger 65W GaN,349000,1,349000
2026-06-22,Aksesoris,Casing HP Premium,149000,1,149000
2026-06-22,Elektronik Rumah,Kipas Angin Tornado,315000,1,315000
2026-06-22,Aksesoris,Charger 65W GaN,349000,1,349000
2026-06-22,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-06-22,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-06-22,Elektronik Rumah,Setrika Uap,275000,1,275000
2026-06-22,Elektronik Rumah,Setrika Uap,275000,1,275000
2026-06-22,Aksesoris,Kabel USB-C 2m,89000,2,178000
2026-06-23,Aksesoris,Charger 65W GaN,349000,1,349000
2026-06-23,Aksesoris,TWS Earbuds X1,499000,1,499000
2026-06-23,Aksesoris,Charger 65W GaN,349000,1,349000
2026-06-23,Aksesoris,Charger 65W GaN,349000,2,698000
2026-06-23,Elektronik Rumah,Setrika Uap,275000,2,550000
2026-06-24,Elektronik Rumah,Smart TV 43 inch,4299000,1,4299000
2026-06-24,Aksesoris,Kabel USB-C 2m,89000,1,89000
2026-06-24,HP,Oppo Reno 11,5499000,1,5499000
2026-06-24,HP,iPhone 15,13999000,1,13999000
2026-06-24,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-24,Aksesoris,Charger 65W GaN,349000,2,698000
2026-06-24,Aksesoris,Kabel USB-C 2m,89000,1,89000
2026-06-25,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-25,Elektronik Rumah,Air Fryer 4L,899000,2,1798000
2026-06-25,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-25,Aksesoris,Charger 65W GaN,349000,2,698000
2026-06-25,Aksesoris,Charger 65W GaN,349000,1,349000
2026-06-25,Elektronik Rumah,Kipas Angin Tornado,315000,1,315000
2026-06-25,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-06-25,Aksesoris,Powerbank 10000mAh,299000,2,598000
2026-06-25,Aksesoris,Tempered Glass,75000,2,150000
2026-06-25,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-26,HP,Oppo Reno 11,5499000,1,5499000
2026-06-26,Elektronik Rumah,Blender Multifungsi,389000,3,1167000
2026-06-26,HP,iPhone 15,13999000,1,13999000
2026-06-26,Elektronik Rumah,Smart TV 43 inch,4299000,1,4299000
2026-06-26,Aksesoris,Tempered Glass,75000,2,150000
2026-06-26,HP,Vivo V30,4999000,1,4999000
2026-06-26,Aksesoris,Tempered Glass,75000,1,75000
2026-06-26,HP,Samsung Galaxy A55,5999000,1,5999000
2026-06-26,Elektronik Rumah,Blender Multifungsi,389000,1,389000
2026-06-27,Aksesoris,Kabel USB-C 2m,89000,1,89000
2026-06-27,HP,iPhone 15,13999000,1,13999000
2026-06-27,Aksesoris,Tempered Glass,75000,1,75000
2026-06-27,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-27,HP,Xiaomi Redmi Note 13,3499000,1,3499000
2026-06-27,Elektronik Rumah,Smart TV 43 inch,4299000,1,4299000
2026-06-27,Aksesoris,TWS Earbuds X1,499000,3,1497000
2026-06-28,Aksesoris,Tempered Glass,75000,2,150000
2026-06-28,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-28,Aksesoris,Tempered Glass,75000,2,150000
2026-06-28,HP,Oppo Reno 11,5499000,1,5499000
2026-06-28,Aksesoris,Charger 65W GaN,349000,1,349000
2026-06-28,Elektronik Rumah,Smart TV 43 inch,4299000,1,4299000
2026-06-28,HP,iPhone 15,13999000,1,13999000
2026-06-28,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-06-28,Aksesoris,Kabel USB-C 2m,89000,2,178000
2026-06-28,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-28,Aksesoris,Kabel USB-C 2m,89000,1,89000
2026-06-28,Aksesoris,Casing HP Premium,149000,1,149000
2026-06-29,Aksesoris,Powerbank 10000mAh,299000,3,897000
2026-06-29,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-06-29,Aksesoris,Kabel USB-C 2m,89000,1,89000
2026-06-29,Elektronik Rumah,Blender Multifungsi,389000,1,389000
2026-06-29,HP,Samsung Galaxy S24,12999000,1,12999000
2026-06-29,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-06-29,HP,iPhone 15,13999000,1,13999000
2026-06-29,Aksesoris,Casing HP Premium,149000,1,149000
2026-06-29,Aksesoris,TWS Earbuds X1,499000,3,1497000
2026-06-30,Elektronik Rumah,Rice Cooker 1.8L,425000,1,425000
2026-06-30,Elektronik Rumah,Air Fryer 4L,899000,1,899000
2026-06-30,HP,iPhone 15,13999000,1,13999000
2026-06-30,Aksesoris,Powerbank 10000mAh,299000,1,299000
2026-06-30,Elektronik Rumah,Blender Multifungsi,389000,2,778000
2026-06-30,HP,iPhone 15,13999000,1,13999000
